battle_participant_id,battle_id,trainer_id,team_side,pokemonid,slot_number,is_winner,fainted_flag,venue_type_match_flag,trainer_type_match_flag,venue_resistance_multiplier,base_power,adjusted_power,is_mvp_flag
BP0018182,B004979,T0013,home,560,1,1,1,1,1,0.25,511.16,625.67,0
BP0018183,B004979,T0013,home,484,2,1,0,0,0,1.0,714.5,761.83,1
BP0018184,B004979,T0013,home,477,3,1,0,0,0,2.0,547.4,572.4,0
BP0018185,B004979,T0042,away,10,1,0,1,0,1,1.0,206.8,245.34,0
BP0018186,B004979,T0042,away,46,2,0,0,0,1,1.0,298.1,345.61,0
BP0018187,B004979,T0042,away,541,3,0,0,0,1,1.0,397.33,444.46,0
BP0018188,B004980,T0123,home,250,1,0,1,0,0,1.0,714.2,743.02,0
BP0018189,B004980,T0123,home,225,2,0,1,0,0,1.0,348.7,357.09,0
BP0018190,B004980,T0094,away,227,1,1,0,0,1,0.5,490.05,523.72,0
BP0018191,B004980,T0094,away,493,2,1,0,1,0,1.0,756.0,793.07,1
BP0018192,B004981,T0062,home,229,1,1,0,0,0,1.0,633.25,647.29,1
BP0018193,B004981,T0082,away,771,1,0,1,0,0,1.0,424.65,442.27,0
BP0018194,B004982,T0095,home,350,1,1,1,0,0,1.0,568.72,598.63,1
BP0018195,B004982,T0095,home,738,2,1,1,0,1,0.5,525.11,591.96,0
BP0018196,B004982,T0016,away,655,1,0,1,0,1,0.5,564.35,620.05,0
BP0018197,B004982,T0016,away,159,2,0,1,0,0,1.0,425.61,458.85,0
BP0018198,B004983,T0053,home,341,1,1,0,0,1,2.0,324.0,342.16,0
BP0018199,B004983,T0053,home,623,2,1,0,0,0,0.25,507.97,576.48,1
BP0018200,B004983,T0057,away,513,1,0,0,0,1,1.0,332.82,354.69,0
BP0018201,B004983,T0057,away,276,2,0,1,0,0,2.0,288.1,296.35,0
BP0018202,B004984,T0025,home,634,1,0,1,0,1,1.0,440.86,474.34,0
BP0018203,B004984,T0095,away,738,1,1,0,0,1,1.0,525.11,551.78,1
BP0018204,B004985,T0080,home,795,1,1,0,1,1,0.5,604.48,718.79,1
BP0018205,B004985,T0080,home,557,2,1,1,1,1,1.0,343.55,441.11,0
BP0018206,B004985,T0138,away,779,1,0,0,0,1,2.0,501.34,497.11,0
BP0018207,B004985,T0138,away,528,2,0,1,0,1,1.0,450.94,486.77,0
BP0018208,B004986,T0131,home,245,1,1,1,0,0,1.0,608.15,668.47,1
BP0018209,B004986,T0131,home,620,2,1,0,1,1,1.0,538.85,642.71,0
BP0018210,B004986,T0068,away,18,1,0,0,0,1,1.0,612.47,651.51,0
BP0018211,B004986,T0068,away,676,2,0,1,0,1,2.0,498.89,498.02,0
BP0018212,B004987,T0061,home,713,1,1,1,0,0,1.0,540.67,581.41,1
BP0018213,B004987,T0061,home,508,2,1,0,0,0,1.0,527.15,553.55,0
BP0018214,B004987,T0061,home,578,3,1,1,0,0,1.0,389.85,432.73,0
BP0018215,B004987,T0180,away,545,1,0,1,0,0,0.5,513.89,553.94,0
BP0018216,B004987,T0180,away,769,2,0,1,0,1,1.0,334.15,363.93,0
BP0018217,B004987,T0180,away,478,3,0,1,0,1,1.0,506.6,527.46,0
BP0018218,B004988,T0139,home,374,1,0,1,0,0,0.5,314.0,395.97,0
BP0018219,B004988,T0139,home,149,2,0,1,0,1,0.25,629.87,727.99,0
BP0018220,B004988,T0139,home,764,3,0,1,0,0,1.0,511.61,556.65,0
BP0018221,B004988,T0178,away,121,1,1,1,0,0,2.0,549.05,556.11,0
BP0018222,B004988,T0178,away,461,2,1,0,0,0,1.0,542.35,556.26,0
BP0018223,B004988,T0178,away,567,3,1,0,0,0,1.0,598.4,619.28,1
BP0018224,B004989,T0108,home,792,1,1,1,0,0,1.0,714.8,737.4,1
BP0018225,B004989,T0074,away,118,1,0,1,0,0,0.5,338.17,373.22,0
BP0018226,B004990,T0068,home,667,1,0,1,0,1,1.0,389.48,430.38,0
BP0018227,B004990,T0178,away,567,1,1,0,0,0,1.0,598.4,614.52,1
BP0018228,B004991,T0053,home,623,1,0,0,0,0,2.0,507.97,541.62,0
BP0018229,B004991,T0055,away,233,1,1,1,0,0,1.0,539.6,560.19,1
BP0018230,B004992,T0019,home,437,1,1,0,0,0,0.5,520.23,556.49,1
BP0018231,B004992,T0017,away,575,1,0,1,0,1,1.0,409.85,446.71,0
BP0018232,B004993,T0072,home,367,1,0,1,0,0,1.0,507.56,518.03,0
BP0018233,B004993,T0072,home,755,2,0,1,0,0,1.0,297.75,317.09,0
BP0018234,B004993,T0072,home,744,3,0,0,0,1,0.5,296.65,341.96,0
BP0018235,B004993,T0118,away,210,1,1,0,0,0,1.0,473.25,506.05,1
BP0018236,B004993,T0118,away,633,2,1,1,0,1,1.0,314.86,349.61,0
BP0018237,B004993,T0118,away,783,3,1,1,0,1,1.0,441.05,481.19,0
BP0018238,B004994,T0078,home,417,1,0,1,0,0,1.0,427.5,467.34,0
BP0018239,B004994,T0121,away,149,1,1,0,0,0,1.0,629.87,646.57,1
BP0018240,B004995,T0127,home,741,1,1,0,0,0,0.25,502.25,560.17,1
BP0018241,B004995,T0090,away,760,1,0,1,0,0,1.0,527.2,524.34,0
BP0018242,B004996,T0180,home,545,1,1,0,0,0,1.0,513.89,536.32,0
BP0018243,B004996,T0180,home,573,2,1,0,0,0,0.25,498.15,567.27,1
BP0018244,B004996,T0180,home,200,3,1,0,1,1,2.0,459.25,495.72,0
BP0018245,B004996,T0069,away,709,1,0,1,1,1,2.0,497.87,548.14,0
BP0018246,B004996,T0069,away,332,2,0,1,0,1,0.5,497.3,554.55,0
BP0018247,B004996,T0069,away,548,3,0,1,0,1,1.0,293.95,317.22,0
BP0018248,B004997,T0036,home,275,1,1,0,1,1,0.5,505.1,580.49,0
BP0018249,B004997,T0036,home,451,2,1,1,0,0,1.0,348.3,392.48,0
BP0018250,B004997,T0036,home,727,3,1,0,1,1,0.5,555.65,646.92,1
BP0018251,B004997,T0091,away,105,1,0,0,0,1,1.0,445.3,459.5,0
BP0018252,B004997,T0091,away,219,2,0,0,0,1,1.0,449.8,472.68,0
BP0018253,B004997,T0091,away,392,3,0,0,0,1,0.5,562.63,608.57,0
BP0018254,B004998,T0164,home,581,1,1,0,0,1,0.5,498.62,584.79,1
BP0018255,B004998,T0164,home,276,2,1,0,0,1,1.0,288.1,350.07,0
BP0018256,B004998,T0106,away,39,1,0,1,0,1,2.0,283.0,305.22,0
BP0018257,B004998,T0106,away,463,2,0,1,0,1,1.0,538.05,559.93,0
BP0018258,B004999,T0075,home,585,1,0,0,0,1,2.0,354.3,370.44,0
BP0018259,B004999,T0075,home,295,2,0,1,0,1,1.0,514.29,564.95,0
BP0018260,B004999,T0170,away,331,1,1,0,0,0,2.0,350.5,378.55,0
BP0018261,B004999,T0170,away,480,2,1,1,0,0,1.0,607.65,655.01,1
BP0018262,B005000,T0120,home,186,1,0,0,0,0,1.0,525.1,544.02,0
BP0018263,B005000,T0120,home,331,2,0,0,0,0,1.0,350.5,368.46,0
BP0018264,B005000,T0120,home,179,3,0,1,0,0,1.0,294.4,315.12,0
BP0018265,B005000,T0159,away,461,1,1,0,0,0,0.25,542.35,610.73,1
BP0018266,B005000,T0159,away,697,2,1,0,0,1,1.0,549.25,578.64,0
BP0018267,B005000,T0159,away,316,3,1,0,0,0,2.0,316.39,331.2,0
BP0018268,B005001,T0026,home,221,1,0,0,0,1,1.0,473.0,527.69,0
BP0018269,B005001,T0026,home,277,2,0,1,0,0,1.0,482.8,547.79,0
BP0018270,B005001,T0053,away,135,1,1,0,0,0,1.0,557.4,583.38,1
BP0018271,B005001,T0053,away,405,2,1,0,0,0,1.0,548.95,577.93,0
BP0018272,B005002,T0083,home,369,1,1,0,0,0,1.0,510.3,556.75,1
BP0018273,B005002,T0083,home,413,2,1,1,0,1,1.0,441.59,490.37,0
BP0018274,B005002,T0083,home,356,3,1,1,1,0,2.0,472.1,518.65,0
BP0018275,B005002,T0017,away,603,1,0,1,0,0,1.0,423.35,451.29,0
BP0018276,B005002,T0017,away,635,2,0,1,0,0,0.5,630.86,683.06,0
BP0018277,B005002,T0017,away,575,3,0,1,0,1,2.0,409.85,425.99,0
BP0018278,B005003,T0125,home,597,1,0,1,1,1,0.5,316.95,381.87,0
BP0018279,B005003,T0121,away,149,1,1,0,0,0,1.0,629.87,647.95,1
BP0018280,B005004,T0013,home,560,1,1,0,1,1,0.25,511.16,631.09,1
BP0018281,B005004,T0013,home,510,2,1,0,1,1,0.5,471.46,577.12,0
BP0018282,B005004,T0172,away,147,1,0,1,0,1,1.0,315.67,345.15,0
BP0018283,B005004,T0172,away,334,2,0,1,0,1,1.0,617.65,649.47,0
BP0018284,B005005,T0088,home,229,1,1,0,0,0,1.0,633.25,673.06,1
BP0018285,B005005,T0088,home,558,2,1,0,0,1,1.0,508.55,558.75,0
BP0018286,B005005,T0053,away,135,1,0,1,0,0,1.0,557.4,596.24,0
BP0018287,B005005,T0053,away,101,2,0,1,0,0,1.0,521.4,548.2,0
BP0018288,B005006,T0005,home,461,1,1,0,1,1,0.5,542.35,670.25,0
BP0018289,B005006,T0005,home,644,2,1,1,0,0,2.0,713.8,747.67,1
BP0018290,B005006,T0005,home,471,3,1,1,1,1,0.5,551.95,689.34,0
BP0018291,B005006,T0035,away,681,1,0,0,0,0,0.5,544.7,581.44,0
BP0018292,B005006,T0035,away,527,2,0,1,0,0,2.0,341.44,330.43,0
BP0018293,B005006,T0035,away,628,3,0,1,0,0,2.0,538.19,551.84,0
BP0018294,B005007,T0033,home,339,1,0,1,1,0,1.0,303.69,358.14,0
BP0018295,B005007,T0033,home,708,2,0,1,0,1,0.5,324.31,385.06,0
BP0018296,B005007,T0116,away,244,1,1,0,0,1,2.0,611.2,628.04,0
BP0018297,B005007,T0116,away,3,2,1,0,0,0,1.0,654.51,657.95,1
BP0018298,B005008,T0117,home,237,1,0,1,0,0,1.0,479.0,518.12,0
BP0018299,B005008,T0100,away,758,1,1,0,0,0,4.0,509.32,518.54,1
BP0018300,B005009,T0067,home,530,1,1,0,0,0,0.5,538.11,553.81,0
BP0018301,B005009,T0067,home,500,2,1,0,0,0,0.25,554.39,602.25,1
BP0018302,B005009,T0067,home,591,3,1,0,0,1,1.0,484.1,487.83,0
BP0018303,B005009,T0011,away,686,1,0,1,0,1,4.0,303.02,293.28,0
BP0018304,B005009,T0011,away,654,2,0,1,0,0,0.5,431.41,474.99,0
BP0018305,B005009,T0011,away,53,3,0,1,0,1,1.0,466.3,492.71,0
BP0018306,B005010,T0027,home,38,1,1,1,0,0,2.0,533.21,552.5,1
BP0018307,B005010,T0027,home,769,2,1,0,1,1,1.0,334.15,399.96,0
BP0018308,B005010,T0099,away,652,1,0,0,0,1,0.5,556.74,603.37,0
BP0018309,B005010,T0099,away,236,2,0,1,0,1,1.0,220.5,242.9,0
BP0018310,B005011,T0153,home,597,1,0,1,1,1,0.25,316.95,455.7,0
BP0018311,B005011,T0153,home,537,2,0,1,0,0,4.0,534.48,559.23,0
BP0018312,B005011,T0153,home,771,3,0,1,0,0,2.0,424.65,475.74,0
BP0018313,B005011,T0168,away,530,1,1,0,0,0,1.0,538.11,575.42,1
BP0018314,B005011,T0168,away,367,2,1,0,0,0,2.0,507.56,532.74,0
BP0018315,B005011,T0168,away,69,3,1,0,1,1,0.25,315.05,445.12,0
BP0018316,B005012,T0052,home,273,1,1,1,0,0,1.0,231.3,283.19,0
BP0018317,B005012,T0052,home,29,2,1,0,0,0,1.0,289.03,347.53,1
BP0018318,B005012,T0014,away,694,1,0,1,0,0,1.0,306.63,328.76,0
BP0018319,B005013,T0130,home,286,1,1,0,0,0,0.5,485.8,563.26,0
BP0018320,B005013,T0130,home,719,2,1,0,1,1,1.0,734.0,853.3,1
BP0018321,B005013,T0142,away,3,1,0,1,0,0,1.0,654.51,674.42,0
BP0018322,B005013,T0142,away,736,2,0,1,0,0,2.0,315.08,332.02,0
BP0018323,B005014,T0087,home,581,1,1,1,0,1,1.0,498.62,537.93,0
BP0018324,B005014,T0087,home,689,2,1,0,0,1,0.5,525.91,572.32,0
BP0018325,B005014,T0087,home,134,3,1,0,0,1,1.0,552.85,588.36,1
BP0018326,B005014,T0146,away,798,1,0,1,0,0,0.5,607.06,631.72,0
BP0018327,B005014,T0146,away,265,2,0,1,0,0,1.0,205.0,202.84,0
BP0018328,B005014,T0146,away,59,3,0,0,0,0,1.0,583.7,591.38,0
BP0018329,B005015,T0115,home,332,1,1,0,1,0,0.5,497.3,559.98,1
BP0018330,B005015,T0070,away,57,1,0,0,0,0,0.5,481.55,516.95,0
BP0018331,B005016,T0012,home,304,1,0,0,1,1,1.0,346.7,415.44,0
BP0018332,B005016,T0012,home,142,2,0,1,0,0,2.0,652.55,678.97,0
BP0018333,B005016,T0073,away,606,1,1,0,0,0,1.0,508.3,545.41,0
BP0018334,B005016,T0073,away,530,2,1,1,1,1,0.5,538.11,632.74,1
BP0018335,B005017,T0150,home,680,1,0,1,1,1,2.0,471.45,510.94,0
BP0018336,B005017,T0150,home,747,2,0,1,0,0,1.0,320.24,348.45,0
BP0018337,B005017,T0063,away,306,1,1,0,0,1,1.0,662.2,678.94,1
BP0018338,B005017,T0063,away,552,2,1,1,0,0,0.5,371.69,398.94,0
BP0018339,B005018,T0090,home,760,1,0,0,0,0,1.0,527.2,529.05,0
BP0018340,B005018,T0090,home,327,2,0,1,0,0,1.0,378.0,383.42,0
BP0018341,B005018,T0133,away,154,1,1,1,1,0,0.5,550.24,649.07,0
BP0018342,B005018,T0133,away,785,2,1,0,0,1,1.0,602.55,659.27,1
BP0018343,B005019,T0139,home,732,1,1,0,0,1,0.25,376.05,468.28,0
BP0018344,B005019,T0139,home,384,2,1,0,0,1,0.25,818.45,917.59,1
BP0018345,B005019,T0139,home,149,3,1,0,0,1,0.25,629.87,738.17,0
BP0018346,B005019,T0005,away,471,1,0,1,0,1,1.0,551.95,586.32,0
BP0018347,B005019,T0005,away,461,2,0,0,0,1,1.0,542.35,590.42,0
BP0018348,B005019,T0005,away,38,3,0,1,0,1,2.0,533.21,573.54,0
BP0018349,B005020,T0064,home,715,1,0,0,1,0,2.0,565.77,618.26,0
BP0018350,B005020,T0064,home,5,2,0,0,0,0,1.0,427.15,461.72,0
BP0018351,B005020,T0058,away,407,1,1,0,0,0,1.0,544.05,554.19,1
BP0018352,B005020,T0058,away,452,2,1,0,0,1,1.0,527.6,553.27,0
BP0018353,B005021,T0004,home,509,1,0,1,1,1,0.5,296.82,407.54,0
BP0018354,B005021,T0004,home,534,2,0,1,0,0,0.5,531.6,584.16,0
BP0018355,B005021,T0111,away,414,1,1,0,0,0,1.0,445.44,469.13,0
BP0018356,B005021,T0111,away,103,2,1,0,0,1,2.0,554.4,570.36,1
BP0018357,B005022,T0032,home,295,1,1,0,0,0,1.0,514.29,555.26,0
BP0018358,B005022,T0032,home,384,2,1,1,0,0,0.5,818.45,885.56,1
BP0018359,B005022,T0089,away,411,1,0,0,0,0,0.5,514.16,552.2,0
BP0018360,B005022,T0089,away,752,2,0,1,1,0,1.0,474.64,521.08,0
BP0018361,B005023,T0064,home,333,1,0,1,0,0,2.0,325.2,344.82,0
BP0018362,B005023,T0050,away,442,1,1,0,0,0,1.0,504.46,522.96,1
BP0018363,B005024,T0038,home,551,1,0,1,0,1,1.0,309.81,352.22,0
BP0018364,B005024,T0116,away,34,1,1,0,0,0,1.0,531.26,549.18,1
BP0018365,B005025,T0078,home,417,1,0,1,0,0,1.0,427.5,459.35,0
BP0018366,B005025,T0078,home,114,2,0,1,0,1,1.0,459.2,502.33,0
BP0018367,B005025,T0027,away,623,1,1,0,0,1,0.25,507.97,584.28,0
BP0018368,B005025,T0027,away,323,2,1,0,0,1,1.0,582.75,618.04,1
BP0018369,B005026,T0026,home,277,1,1,0,0,0,2.0,482.8,537.23,1
BP0018370,B005026,T0042,away,511,1,0,1,0,0,2.0,332.82,343.33,0
BP0018371,B005027,T0057,home,148,1,0,1,0,0,1.0,441.67,458.01,0
BP0018372,B005027,T0057,home,697,2,0,0,0,0,1.0,549.25,583.63,0
BP0018373,B005027,T0038,away,475,1,1,0,0,0,1.0,653.55,673.58,1
BP0018374,B005027,T0038,away,181,2,1,0,0,0,1.0,638.6,659.18,0
BP0018375,B005028,T0083,home,369,1,0,1,1,0,1.0,510.3,587.81,0
BP0018376,B005028,T0083,home,657,2,0,1,0,0,1.0,428.78,475.78,0
BP0018377,B005028,T0041,away,160,1,1,0,0,0,1.0,557.01,601.47,1
BP0018378,B005028,T0041,away,764,2,1,1,0,0,1.0,511.61,549.97,0
BP0018379,B005029,T0106,home,463,1,1,0,1,1,1.0,538.05,625.16,1
BP0018380,B005029,T0106,home,351,2,1,1,1,1,1.0,441.0,522.27,0
BP0018381,B005029,T0179,away,328,1,0,1,0,0,1.0,303.7,342.24,0
BP0018382,B005029,T0179,away,184,2,0,1,0,1,1.0,439.8,485.27,0
BP0018383,B005030,T0133,home,154,1,1,0,0,0,1.0,550.24,608.36,0
BP0018384,B005030,T0133,home,703,2,1,0,1,1,1.0,520.0,632.53,1
BP0018385,B005030,T0030,away,310,1,0,0,0,1,1.0,609.5,662.7,0
BP0018386,B005030,T0030,away,522,2,0,1,0,1,1.0,312.77,340.47,0
BP0018387,B005031,T0032,home,346,1,1,0,1,0,1.0,516.29,593.84,0
BP0018388,B005031,T0032,home,384,2,1,1,0,0,0.25,818.45,913.42,1
BP0018389,B005031,T0032,home,317,3,1,0,0,0,0.5,488.59,549.18,0
BP0018390,B005031,T0037,away,54,1,0,0,0,1,2.0,336.8,349.97,0
BP0018391,B005031,T0037,away,260,2,0,1,0,1,4.0,665.9,657.45,0
BP0018392,B005031,T0037,away,339,3,0,1,0,1,4.0,303.69,291.86,0
BP0018393,B005032,T0016,home,60,1,0,1,0,0,2.0,318.8,340.0,0
BP0018394,B005032,T0016,home,322,2,0,1,0,1,1.0,319.65,361.89,0
BP0018395,B005032,T0180,away,31,1,1,0,0,0,1.0,530.33,552.52,0
BP0018396,B005032,T0180,away,709,2,1,0,1,1,0.5,497.87,561.56,1
BP0018397,B005033,T0163,home,564,1,0,1,0,0,0.5,371.73,433.52,0
BP0018398,B005033,T0054,away,229,1,1,0,0,0,1.0,633.25,654.62,1
BP0018399,B005034,T0057,home,555,1,1,0,1,1,0.5,568.3,697.45,1
BP0018400,B005034,T0057,home,697,2,1,0,0,0,0.25,549.25,646.8,0
BP0018401,B005034,T0013,away,635,1,0,1,0,1,0.5,630.86,698.56,0
BP0018402,B005034,T0013,away,539,2,0,1,0,0,1.0,492.7,510.64,0
BP0018403,B005035,T0062,home,254,1,1,0,0,1,1.0,666.75,688.98,1
BP0018404,B005035,T0172,away,139,1,0,1,0,0,1.0,520.55,541.62,0
BP0018405,B005036,T0105,home,332,1,1,0,0,0,4.0,497.3,487.8,0
BP0018406,B005036,T0105,home,35,2,1,1,0,0,0.5,338.75,394.93,0
BP0018407,B005036,T0105,home,395,3,1,0,0,0,0.5,555.33,626.15,1
BP0018408,B005036,T0131,away,620,1,0,1,0,1,0.5,538.85,588.66,0
BP0018409,B005036,T0131,away,96,2,0,0,0,0,2.0,344.38,371.8,0
BP0018410,B005036,T0131,away,710,3,0,1,0,0,1.0,351.65,405.37,0
BP0018411,B005037,T0031,home,126,1,1,0,0,1,1.0,521.66,526.32,1
BP0018412,B005037,T0037,away,210,1,0,1,0,0,1.0,473.25,500.75,0
BP0018413,B005038,T0039,home,700,1,0,1,0,1,1.0,552.25,570.66,0
BP0018414,B005038,T0039,home,714,2,0,0,0,0,1.0,259.2,278.06,0
BP0018415,B005038,T0110,away,636,1,1,1,0,0,1.0,379.5,405.34,0
BP0018416,B005038,T0110,away,20,2,1,0,0,0,1.0,435.67,459.57,0
BP0018417,B005038,T0110,away,652,3,1,0,0,1,2.0,556.74,565.12,1
BP0018418,B005039,T0007,home,314,1,1,1,1,0,1.0,453.54,518.69,0
BP0018419,B005039,T0007,home,203,2,1,0,0,1,2.0,479.15,503.69,0
BP0018420,B005039,T0007,home,567,3,1,1,0,0,0.5,598.4,647.77,1
BP0018421,B005039,T0008,away,528,1,0,1,0,0,1.0,450.94,469.12,0
BP0018422,B005039,T0008,away,264,2,0,1,0,0,1.0,444.55,473.4,0
BP0018423,B005039,T0008,away,474,3,0,1,0,0,1.0,564.6,564.29,0
BP0018424,B005040,T0076,home,222,1,1,0,0,1,1.0,427.4,486.83,1
BP0018425,B005040,T0032,away,322,1,0,1,0,0,1.0,319.65,351.27,0
BP0018426,B005041,T0131,home,245,1,1,0,0,0,1.0,608.15,678.79,1
BP0018427,B005041,T0131,home,680,2,1,1,0,0,0.25,471.45,578.92,0
BP0018428,B005041,T0131,home,710,3,1,1,0,0,0.25,351.65,454.25,0
BP0018429,B005041,T0112,away,699,1,0,1,0,1,4.0,546.63,530.55,0
BP0018430,B005041,T0112,away,689,2,0,0,0,1,2.0,525.91,549.13,0
BP0018431,B005041,T0112,away,754,3,0,0,0,0,1.0,501.8,545.51,0
BP0018432,B005042,T0130,home,719,1,1,0,1,1,1.0,734.0,851.12,1
BP0018433,B005042,T0130,home,600,2,1,0,0,0,0.5,460.15,541.4,0
BP0018434,B005042,T0042,away,291,1,0,1,0,1,4.0,487.95,478.19,0
BP0018435,B005042,T0042,away,541,2,0,1,0,1,2.0,397.33,414.63,0
BP0018436,B005043,T0004,home,509,1,1,1,0,1,1.0,296.82,345.08,0
BP0018437,B005043,T0004,home,621,2,1,0,0,0,0.5,508.71,561.3,1
BP0018438,B005043,T0126,away,167,1,0,1,0,1,2.0,262.4,303.32,0
BP0018439,B005043,T0126,away,748,2,0,1,0,1,0.5,514.34,589.37,0
BP0018440,B005044,T0002,home,634,1,0,1,0,0,1.0,440.86,468.27,0
BP0018441,B005044,T0002,home,736,2,0,1,0,0,2.0,315.08,315.31,0
BP0018442,B005044,T0002,home,18,3,0,1,1,0,1.0,612.47,666.25,0
BP0018443,B005044,T0133,away,177,1,1,0,1,0,1.0,338.25,398.39,0
BP0018444,B005044,T0133,away,703,2,1,0,0,1,0.5,520.0,587.81,1
BP0018445,B005044,T0133,away,78,3,1,1,0,0,1.0,527.85,574.75,0
BP0018446,B005045,T0036,home,6,1,1,1,0,0,1.0,668.37,724.78,1
BP0018447,B005045,T0036,home,267,2,1,0,0,0,1.0,416.3,469.37,0
BP0018448,B005045,T0103,away,569,1,0,0,0,1,1.0,498.7,539.87,0
BP0018449,B005045,T0103,away,261,2,0,1,1,0,0.5,232.1,337.93,0
BP0018450,B005046,T0160,home,681,1,0,1,0,0,2.0,544.7,557.15,0
BP0018451,B005046,T0160,home,441,2,0,1,0,1,1.0,435.33,449.55,0
BP0018452,B005046,T0018,away,251,1,1,0,0,1,2.0,630.0,636.12,1
BP0018453,B005046,T0018,away,766,2,1,1,0,0,1.0,518.7,536.63,0
BP0018454,B005047,T0171,home,108,1,1,0,0,0,1.0,401.65,431.43,1
BP0018455,B005047,T0047,away,276,1,0,1,0,1,1.0,288.1,299.88,0
BP0018456,B005048,T0035,home,178,1,0,0,0,0,1.0,495.75,518.76,0
BP0018457,B005048,T0065,away,625,1,1,1,1,0,0.5,516.65,585.9,1
BP0018458,B005049,T0162,home,270,1,0,0,0,0,0.5,231.3,266.61,0
BP0018459,B005049,T0118,away,633,1,1,0,0,1,1.0,314.86,339.62,1
BP0018460,B005050,T0093,home,160,1,1,0,0,1,0.5,557.01,619.46,1
BP0018461,B005050,T0095,away,738,1,0,1,0,1,2.0,525.11,541.2,0
BP0018462,B005051,T0040,home,647,1,1,1,1,0,0.5,612.33,739.75,1
BP0018463,B005051,T0040,home,760,2,1,0,0,1,1.0,527.2,579.32,0
BP0018464,B005051,T0170,away,66,1,0,1,0,0,1.0,321.6,372.01,0
BP0018465,B005051,T0170,away,792,2,0,1,0,0,1.0,714.8,761.28,0
BP0018466,B005052,T0130,home,699,1,1,1,0,1,4.0,546.63,564.11,1
BP0018467,B005052,T0130,home,331,2,1,0,0,0,1.0,350.5,407.99,0
BP0018468,B005052,T0167,away,197,1,0,1,0,0,2.0,549.25,540.79,0
BP0018469,B005052,T0167,away,318,2,0,1,0,0,2.0,323.25,320.87,0
BP0018470,B005053,T0022,home,53,1,0,1,0,1,1.0,466.3,471.2,0
BP0018471,B005053,T0106,away,468,1,1,0,0,0,1.0,574.2,614.05,1
BP0018472,B005054,T0035,home,628,1,1,1,0,0,1.0,538.19,560.29,0
BP0018473,B005054,T0035,home,85,2,1,1,0,0,1.0,498.5,523.7,0
BP0018474,B005054,T0035,home,681,3,1,0,0,0,0.25,544.7,606.74,1
BP0018475,B005054,T0138,away,528,1,0,0,0,1,1.0,450.94,467.78,0
BP0018476,B005054,T0138,away,216,2,0,1,0,0,1.0,346.7,358.41,0
BP0018477,B005054,T0138,away,779,3,0,1,0,1,1.0,501.34,522.92,0
BP0018478,B005055,T0178,home,207,1,0,0,0,0,1.0,454.7,502.89,0
BP0018479,B005055,T0067,away,197,1,1,1,0,0,0.25,549.25,583.1,1
BP0018480,B005056,T0035,home,681,1,0,1,0,0,0.25,544.7,603.67,0
BP0018481,B005056,T0079,away,362,1,1,0,0,0,1.0,609.6,647.48,1
BP0018482,B005057,T0167,home,241,1,1,0,0,0,1.0,518.4,556.04,1
BP0018483,B005057,T0149,away,523,1,0,1,0,1,1.0,525.82,540.71,0
BP0018484,B005058,T0103,home,498,1,0,0,0,0,1.0,323.94,361.48,0
BP0018485,B005058,T0163,away,680,1,1,0,0,0,0.25,471.45,543.56,1
BP0018486,B005059,T0110,home,744,1,0,1,0,0,2.0,296.65,296.58,0
BP0018487,B005059,T0044,away,394,1,1,1,0,0,1.0,424.48,461.5,1
BP0018488,B005060,T0006,home,148,1,1,0,0,1,1.0,441.67,494.94,1
BP0018489,B005060,T0006,home,682,2,1,1,0,0,1.0,355.95,406.21,0
BP0018490,B005060,T0009,away,177,1,0,1,0,1,2.0,338.25,368.1,0
BP0018491,B005061,T0111,home,326,1,0,1,0,1,2.0,496.3,509.21,0
BP0018492,B005061,T0111,home,699,2,0,1,0,0,1.0,546.63,573.93,0
BP0018493,B005061,T0015,away,94,1,1,0,0,1,0.25,636.95,695.58,1
BP0018494,B005061,T0015,away,479,2,1,1,0,1,0.5,546.57,606.69,0
BP0018495,B005062,T0104,home,204,1,0,1,0,0,0.5,304.0,347.35,0
BP0018496,B005062,T0104,home,711,2,0,0,0,0,0.5,518.83,557.52,0
BP0018497,B005062,T0104,home,402,3,0,1,0,0,0.5,405.0,462.15,0
BP0018498,B005062,T0124,away,124,1,1,0,0,1,1.0,483.6,526.1,0
BP0018499,B005062,T0124,away,91,2,1,0,0,1,1.0,552.5,576.75,1
BP0018500,B005062,T0124,away,225,3,1,0,0,1,0.25,348.7,399.38,0
BP0018501,B005063,T0114,home,435,1,1,0,0,1,1.0,505.02,538.2,1
BP0018502,B005063,T0028,away,147,1,0,1,0,1,0.5,315.67,367.82,0
BP0018503,B005064,T0136,home,738,1,1,1,0,0,1.0,525.11,567.95,1
BP0018504,B005064,T0136,home,623,2,1,0,0,0,1.0,507.97,554.98,0
BP0018505,B005064,T0007,away,273,1,0,1,0,0,2.0,231.3,238.59,0
BP0018506,B005064,T0007,away,444,2,0,1,0,0,1.0,433.69,463.69,0
BP0018507,B005065,T0164,home,374,1,0,1,0,0,0.5,314.0,397.52,0
BP0018508,B005065,T0164,home,8,2,0,1,0,0,1.0,424.11,482.72,0
BP0018509,B005065,T0142,away,384,1,1,0,1,0,1.0,818.45,879.63,1
BP0018510,B005065,T0142,away,131,2,1,1,0,0,1.0,560.25,589.7,0
BP0018511,B005066,T0111,home,166,1,1,0,0,0,1.0,412.85,438.28,0
