battle_id,battle_date,venue_id,battle_format,trainer_home_id,trainer_away_id,home_team_size,away_team_size,trainer_winner_id,trainer_loser_id,winning_side,battle_turns,winning_margin,title_match_flag,weather_condition,attendance
B005816,2025-08-13,V007,triples,T0051,T0108,3,3,T0051,T0108,home,9,11.7,0,High Winds,1275
B005817,2024-08-08,V026,singles,T0028,T0088,1,1,T0088,T0028,away,6,32.4,0,Fog,738
B005818,2025-03-13,V017,singles,T0113,T0077,1,1,T0077,T0113,away,14,18.1,0,Clear,741
B005819,2026-03-11,V001,triples,T0109,T0020,3,3,T0020,T0109,away,9,652.11,0,Breezy,666
B005820,2024-05-12,V047,triples,T0031,T0058,3,3,T0031,T0058,home,24,193.31,1,Sandstorm,357
B005821,2024-05-10,V050,singles,T0017,T0009,1,1,T0017,T0009,home,10,61.73,0,Overcast,195
B005822,2025-08-19,V023,doubles,T0172,T0059,2,2,T0059,T0172,away,8,216.82,0,Windy,1151
B005823,2024-12-22,V031,triples,T0145,T0106,3,3,T0145,T0106,home,12,281.95,0,Dusty,355
B005824,2024-12-08,V013,singles,T0145,T0008,1,1,T0145,T0008,home,9,203.1,0,Glittering,1573
B005825,2025-04-29,V035,singles,T0072,T0142,1,1,T0142,T0072,away,8,48.59,0,Hail,359
B005826,2025-03-14,V053,doubles,T0095,T0129,2,2,T0095,T0129,home,10,199.75,0,Rain,372
B005827,2025-01-29,V025,doubles,T0043,T0042,2,2,T0043,T0042,home,20,48.44,1,Fog,1209
B005828,2025-05-02,V014,doubles,T0128,T0099,2,2,T0128,T0099,home,9,333.79,0,Glittering,1700
B005829,2024-07-05,V002,doubles,T0005,T0139,2,2,T0139,T0005,away,11,149.29,0,Breezy,1097
B005830,2025-02-06,V009,triples,T0028,T0016,3,3,T0016,T0028,away,20,4.24,1,High Winds,1960
B005831,2024-02-14,V018,triples,T0016,T0100,3,3,T0016,T0100,home,13,219.81,0,Clear,1704
B005832,2024-02-17,V017,doubles,T0033,T0047,2,2,T0047,T0033,away,8,182.44,0,Clear,478
B005833,2024-10-09,V045,triples,T0049,T0113,3,3,T0049,T0113,home,15,20.59,0,Odd Aura,588
B005834,2024-01-06,V032,singles,T0082,T0161,1,1,T0082,T0161,home,10,86.42,0,Dusty,1451
B005835,2025-06-03,V031,doubles,T0031,T0177,2,2,T0177,T0031,away,17,170.35,1,Dusty,431
B005836,2025-07-28,V026,doubles,T0041,T0153,2,2,T0041,T0153,home,12,326.28,0,Fog,554
B005837,2024-06-25,V011,doubles,T0128,T0060,2,2,T0128,T0060,home,10,127.85,0,Thunderstorm,188
B005838,2024-10-20,V028,triples,T0073,T0025,3,3,T0073,T0025,home,20,98.51,0,Sunny,1270
B005839,2024-10-31,V022,triples,T0164,T0115,3,3,T0115,T0164,away,24,159.18,1,Windy,1174
B005840,2025-01-02,V010,doubles,T0105,T0033,2,2,T0033,T0105,away,12,92.65,0,Thunderstorm,521
B005841,2024-12-21,V027,doubles,T0062,T0083,2,3,T0083,T0062,away,10,462.52,0,Fog,837
B005842,2025-06-22,V052,triples,T0036,T0085,3,3,T0085,T0036,away,16,61.81,0,Rain,703
B005843,2025-07-20,V042,doubles,T0105,T0139,2,2,T0105,T0139,home,21,162.31,1,Smog,769
B005844,2024-10-25,V044,singles,T0127,T0048,1,1,T0127,T0048,home,11,18.31,0,Odd Aura,1470
B005845,2025-05-28,V018,doubles,T0035,T0150,2,2,T0035,T0150,home,20,71.58,1,Clear,1264
B005846,2024-12-11,V007,triples,T0022,T0045,3,3,T0022,T0045,home,18,86.09,0,High Winds,1160
B005847,2025-10-14,V020,doubles,T0064,T0103,2,2,T0103,T0064,away,9,449.59,0,Harsh Sun,1567
B005848,2024-08-21,V019,triples,T0092,T0160,3,3,T0160,T0092,away,19,65.65,1,Harsh Sun,888
B005849,2025-06-27,V034,triples,T0071,T0155,3,3,T0155,T0071,away,19,42.62,1,Hail,1379
B005850,2026-03-03,V028,singles,T0123,T0044,1,1,T0123,T0044,home,10,84.06,0,Sunny,1051
B005851,2024-11-15,V023,doubles,T0068,T0021,2,2,T0021,T0068,away,12,409.52,0,Windy,1365
B005852,2026-01-06,V054,doubles,T0179,T0145,2,2,T0145,T0179,away,10,180.44,0,Rain,578
B005853,2026-01-11,V021,singles,T0006,T0019,1,1,T0006,T0019,home,7,78.79,0,Harsh Sun,243
B005854,2025-05-16,V005,doubles,T0026,T0113,2,2,T0113,T0026,away,24,35.81,1,Moonless,944
B005855,2024-06-08,V024,singles,T0019,T0158,1,1,T0019,T0158,home,15,221.34,0,Windy,956
B005856,2024-08-31,V037,triples,T0083,T0139,3,3,T0139,T0083,away,10,318.61,0,Clear,1259
B005857,2025-03-28,V028,triples,T0153,T0035,3,3,T0035,T0153,away,24,399.08,1,Sunny,934
B005858,2024-03-01,V053,triples,T0170,T0169,3,3,T0170,T0169,home,13,459.99,0,Rain,475
B005859,2025-08-30,V044,singles,T0077,T0139,1,1,T0139,T0077,away,13,107.06,0,Odd Aura,1408
B005860,2024-06-18,V017,doubles,T0035,T0050,2,2,T0035,T0050,home,14,1.42,0,Clear,706
B005861,2024-01-16,V054,doubles,T0180,T0062,2,2,T0062,T0180,away,8,48.75,0,Rain,583
B005862,2025-02-03,V022,triples,T0169,T0054,3,3,T0054,T0169,away,17,280.14,0,Windy,1011
B005863,2024-08-01,V029,singles,T0090,T0076,1,1,T0090,T0076,home,12,112.68,0,Sunny,512
B005864,2025-01-24,V046,doubles,T0081,T0090,2,2,T0090,T0081,away,12,55.58,0,Sandstorm,529
B005865,2025-11-14,V029,doubles,T0148,T0089,2,2,T0089,T0148,away,23,29.84,1,Sunny,524
B005866,2024-03-05,V020,singles,T0160,T0131,1,1,T0131,T0160,away,13,60.49,0,Harsh Sun,1661
B005867,2024-04-09,V023,doubles,T0001,T0041,2,2,T0041,T0001,away,12,376.69,0,Windy,1243
B005868,2025-10-31,V017,singles,T0084,T0061,1,1,T0084,T0061,home,12,149.31,0,Clear,564
B005869,2025-03-04,V036,singles,T0153,T0116,1,1,T0116,T0153,away,16,99.09,0,Hail,689
B005870,2025-02-26,V034,doubles,T0050,T0153,2,2,T0050,T0153,home,15,4.1,0,Hail,1595
B005871,2025-07-25,V038,doubles,T0006,T0170,2,2,T0006,T0170,home,10,97.63,0,Clear,1052
B005872,2024-02-20,V028,doubles,T0165,T0168,2,2,T0168,T0165,away,13,52.43,0,Sunny,861
B005873,2024-02-22,V016,triples,T0159,T0063,3,3,T0159,T0063,home,16,2.57,0,Clear,162
B005874,2025-05-14,V032,singles,T0117,T0064,1,1,T0117,T0064,home,6,302.78,0,Dusty,1388
B005875,2025-02-06,V011,singles,T0101,T0060,1,1,T0060,T0101,away,12,174.39,0,Thunderstorm,159
B005876,2026-02-22,V028,doubles,T0141,T0096,2,2,T0096,T0141,away,10,35.81,0,Sunny,645
B005877,2025-08-24,V039,doubles,T0144,T0085,2,2,T0144,T0085,home,18,174.34,0,Clear,723
B005878,2025-04-28,V015,triples,T0032,T0061,3,3,T0032,T0061,home,23,490.68,1,Glittering,178
B005879,2024-12-17,V025,singles,T0099,T0049,1,1,T0099,T0049,home,10,58.92,0,Fog,1045
B005880,2026-03-22,V050,singles,T0101,T0174,1,1,T0174,T0101,away,6,227.01,0,Overcast,193
B005881,2025-08-02,V039,singles,T0094,T0056,1,1,T0094,T0056,home,8,13.18,0,Clear,781
B005882,2025-12-23,V020,doubles,T0051,T0061,2,2,T0051,T0061,home,7,368.09,0,Harsh Sun,1345
B005883,2024-09-08,V052,doubles,T0099,T0022,2,2,T0099,T0022,home,14,347.67,0,Rain,645
B005884,2024-11-22,V034,triples,T0160,T0107,3,3,T0107,T0160,away,22,295.86,1,Hail,1393
B005885,2024-02-20,V034,singles,T0151,T0152,1,1,T0151,T0152,home,10,4.6,0,Hail,1506
B005886,2024-02-22,V005,singles,T0063,T0041,1,1,T0063,T0041,home,7,158.36,0,Moonless,1071
B005887,2025-12-20,V040,doubles,T0152,T0082,2,2,T0152,T0082,home,7,86.39,0,Smog,281
B005888,2025-08-24,V025,doubles,T0046,T0095,2,2,T0095,T0046,away,10,184.51,0,Fog,739
B005889,2024-12-01,V017,doubles,T0022,T0074,2,2,T0074,T0022,away,14,227.22,0,Clear,721
B005890,2024-12-23,V015,doubles,T0039,T0099,2,2,T0039,T0099,home,16,92.67,1,Glittering,167
B005891,2025-10-03,V015,singles,T0177,T0148,1,1,T0148,T0177,away,8,343.96,0,Glittering,135
B005892,2025-02-19,V032,doubles,T0104,T0010,2,2,T0010,T0104,away,5,90.64,0,Dusty,1405
B005893,2024-03-02,V001,singles,T0085,T0079,1,1,T0079,T0085,away,9,226.93,0,Breezy,781
B005894,2025-03-13,V005,doubles,T0003,T0026,2,2,T0026,T0003,away,13,28.18,0,Moonless,1064
B005895,2024-08-09,V020,doubles,T0003,T0009,2,2,T0009,T0003,away,13,182.67,0,Harsh Sun,1809
B005896,2024-10-14,V047,doubles,T0134,T0037,2,2,T0134,T0037,home,16,269.13,0,Sandstorm,306
B005897,2024-03-09,V008,singles,T0039,T0100,1,1,T0100,T0039,away,10,149.99,0,High Winds,372
B005898,2024-10-11,V044,singles,T0121,T0074,1,1,T0121,T0074,home,12,119.56,0,Odd Aura,1608
B005899,2025-05-29,V047,doubles,T0035,T0029,2,2,T0035,T0029,home,9,393.09,0,Sandstorm,306
B005900,2025-12-31,V036,triples,T0050,T0042,3,3,T0050,T0042,home,23,148.44,1,Hail,661
B005901,2025-12-09,V006,singles,T0013,T0134,1,1,T0134,T0013,away,12,65.52,0,Moonless,442
B005902,2024-03-26,V028,singles,T0061,T0078,1,1,T0078,T0061,away,11,31.09,0,Sunny,779
B005903,2024-10-21,V042,singles,T0088,T0098,1,1,T0098,T0088,away,7,397.97,0,Smog,792
B005904,2025-04-10,V033,triples,T0085,T0145,3,3,T0145,T0085,away,13,244.48,0,Dusty,1632
B005905,2024-05-16,V044,triples,T0094,T0075,3,3,T0094,T0075,home,14,488.93,0,Odd Aura,1588
B005906,2024-10-29,V004,singles,T0100,T0040,1,1,T0040,T0100,away,9,309.03,0,Moonless,505
B005907,2025-11-27,V046,triples,T0083,T0149,3,3,T0149,T0083,away,11,54.66,0,Sandstorm,444
B005908,2024-06-23,V038,triples,T0026,T0097,3,3,T0026,T0097,home,15,53.9,0,Clear,997
B005909,2024-01-12,V021,singles,T0073,T0147,1,1,T0147,T0073,away,13,42.63,0,Harsh Sun,233
B005910,2024-10-26,V041,doubles,T0145,T0072,2,2,T0145,T0072,home,15,412.64,0,Smog,542
B005911,2024-04-09,V038,doubles,T0179,T0057,2,2,T0057,T0179,away,18,228.28,1,Clear,758
B005912,2024-12-18,V051,doubles,T0082,T0110,2,2,T0110,T0082,away,14,25.48,0,Overcast,539
B005913,2024-01-12,V053,singles,T0052,T0152,1,1,T0152,T0052,away,11,226.91,0,Rain,496
B005914,2025-06-08,V050,singles,T0008,T0153,1,1,T0008,T0153,home,14,162.32,0,Overcast,203
B005915,2025-11-18,V047,singles,T0015,T0009,1,1,T0009,T0015,away,10,251.09,0,Sandstorm,393
B005916,2024-05-07,V041,doubles,T0155,T0144,2,2,T0144,T0155,away,10,113.19,0,Smog,430
B005917,2026-02-09,V027,doubles,T0043,T0142,2,2,T0043,T0142,home,18,239.3,1,Fog,768
B005918,2024-01-26,V015,singles,T0144,T0145,1,1,T0145,T0144,away,14,272.86,0,Glittering,203
B005919,2024-09-26,V008,doubles,T0171,T0005,2,2,T0005,T0171,away,9,55.62,0,High Winds,190
B005920,2024-06-07,V044,triples,T0033,T0159,3,3,T0159,T0033,away,15,324.33,0,Odd Aura,1440
B005921,2024-09-02,V009,singles,T0060,T0022,1,1,T0060,T0022,home,9,36.68,0,High Winds,1463
B005922,2024-04-19,V041,singles,T0106,T0126,1,1,T0106,T0126,home,9,142.61,0,Smog,767
B005923,2024-11-24,V023,doubles,T0043,T0146,2,2,T0043,T0146,home,7,41.45,0,Windy,1262
B005924,2024-02-15,V006,doubles,T0093,T0078,2,2,T0078,T0093,away,10,1.51,0,Moonless,512
B005925,2025-08-05,V051,singles,T0083,T0001,1,1,T0001,T0083,away,4,9.36,0,Overcast,522
B005926,2025-08-30,V031,singles,T0029,T0075,1,1,T0029,T0075,home,8,76.76,0,Dusty,380
B005927,2025-03-09,V053,singles,T0069,T0143,1,1,T0143,T0069,away,10,284.5,0,Rain,528
B005928,2024-10-30,V026,singles,T0146,T0141,1,1,T0141,T0146,away,11,254.53,0,Fog,760
B005929,2024-08-01,V007,singles,T0109,T0038,1,1,T0038,T0109,away,10,64.46,0,High Winds,1453
B005930,2026-02-27,V023,doubles,T0039,T0123,2,2,T0039,T0123,home,7,218.64,0,Windy,1157
B005931,2024-01-29,V009,doubles,T0056,T0009,2,2,T0009,T0056,away,9,187.66,0,High Winds,1737
B005932,2025-10-17,V044,doubles,T0048,T0054,2,2,T0054,T0048,away,8,121.24,0,Odd Aura,1427
B005933,2025-05-14,V047,doubles,T0112,T0030,2,2,T0030,T0112,away,9,170.18,0,Sandstorm,377
B005934,2024-10-18,V040,triples,T0026,T0160,3,3,T0160,T0026,away,20,88.58,1,Smog,273
B005935,2025-11-07,V019,doubles,T0062,T0117,2,2,T0117,T0062,away,10,195.54,0,Harsh Sun,1573
B005936,2024-07-27,V004,doubles,T0164,T0019,2,2,T0164,T0019,home,10,155.56,0,Moonless,526
B005937,2025-09-29,V034,singles,T0101,T0076,1,1,T0076,T0101,away,11,122.89,0,Hail,1397
B005938,2025-05-19,V043,singles,T0171,T0111,1,1,T0111,T0171,away,8,24.8,0,Odd Aura,853
B005939,2025-07-04,V027,triples,T0139,T0053,3,3,T0053,T0139,away,13,209.93,0,Fog,846
B005940,2026-02-01,V007,singles,T0055,T0041,1,1,T0041,T0055,away,5,20.06,0,High Winds,1352
B005941,2025-01-09,V026,singles,T0150,T0034,1,1,T0034,T0150,away,11,79.34,0,Fog,808
B005942,2024-03-11,V033,doubles,T0121,T0045,2,2,T0045,T0121,away,15,24.01,0,Dusty,1727
B005943,2025-05-18,V032,singles,T0005,T0021,1,1,T0005,T0021,home,7,121.5,0,Dusty,1153
B005944,2024-04-07,V038,singles,T0124,T0110,1,1,T0110,T0124,away,9,168.27,0,Clear,963
B005945,2025-06-19,V038,doubles,T0066,T0043,2,2,T0066,T0043,home,18,67.95,0,Clear,963
B005946,2025-08-15,V021,singles,T0052,T0099,1,1,T0099,T0052,away,5,157.68,0,Harsh Sun,214
B005947,2024-12-21,V043,doubles,T0139,T0047,2,2,T0139,T0047,home,12,174.73,0,Odd Aura,850
B005948,2024-03-31,V049,triples,T0170,T0053,3,3,T0170,T0053,home,17,376.0,0,Overcast,693
B005949,2024-04-13,V045,doubles,T0058,T0005,2,2,T0005,T0058,away,14,173.33,0,Odd Aura,545
B005950,2025-07-31,V020,singles,T0051,T0112,1,1,T0051,T0112,home,8,47.13,0,Harsh Sun,1797
B005951,2024-04-05,V024,doubles,T0136,T0032,2,2,T0136,T0032,home,16,189.78,0,Windy,960
B005952,2024-11-06,V007,singles,T0081,T0131,1,1,T0081,T0131,home,9,185.52,0,High Winds,1401
B005953,2025-04-02,V018,doubles,T0128,T0120,2,3,T0120,T0128,away,10,158.38,0,Clear,1407
B005954,2024-08-31,V003,triples,T0077,T0059,3,3,T0077,T0059,home,22,140.77,1,Breezy,418
B005955,2026-01-07,V008,doubles,T0011,T0071,2,2,T0071,T0011,away,12,415.03,0,High Winds,296
B005956,2026-01-04,V027,singles,T0043,T0017,1,1,T0043,T0017,home,14,26.01,0,Fog,782
B005957,2025-06-09,V021,doubles,T0113,T0116,2,2,T0116,T0113,away,24,3.37,1,Harsh Sun,166
B005958,2025-09-16,V009,doubles,T0009,T0117,2,3,T0117,T0009,away,12,623.8,0,High Winds,1788
B005959,2024-02-05,V052,triples,T0128,T0016,3,3,T0128,T0016,home,11,466.46,0,Rain,646
B005960,2024-08-31,V025,doubles,T0131,T0017,2,2,T0131,T0017,home,24,416.82,1,Fog,1076
B005961,2025-09-07,V002,triples,T0040,T0038,3,3,T0038,T0040,away,15,57.61,0,Breezy,1204
B005962,2026-02-20,V002,singles,T0080,T0049,1,1,T0049,T0080,away,7,22.43,0,Breezy,1106
B005963,2025-09-12,V046,singles,T0037,T0001,1,1,T0001,T0037,away,9,372.73,0,Sandstorm,513
B005964,2024-05-12,V037,doubles,T0164,T0110,2,2,T0110,T0164,away,12,114.93,0,Clear,1125
B005965,2024-10-21,V037,doubles,T0104,T0097,2,2,T0097,T0104,away,14,159.9,0,Clear,1104
B005966,2025-11-14,V046,doubles,T0088,T0008,2,2,T0008,T0088,away,8,231.74,0,Sandstorm,506
B005967,2026-03-10,V042,triples,T0097,T0165,3,3,T0097,T0165,home,16,18.26,0,Smog,585
B005968,2025-10-30,V018,doubles,T0161,T0003,2,2,T0161,T0003,home,16,79.76,0,Clear,1123
B005969,2026-02-10,V018,doubles,T0058,T0167,2,2,T0058,T0167,home,14,340.12,0,Clear,1483
B005970,2025-03-25,V018,triples,T0081,T0048,3,3,T0081,T0048,home,24,86.54,1,Clear,1529
B005971,2026-01-14,V014,triples,T0084,T0029,3,3,T0084,T0029,home,21,510.81,1,Glittering,1415
B005972,2025-07-06,V019,singles,T0003,T0060,1,1,T0060,T0003,away,5,115.76,0,Harsh Sun,788
B005973,2026-03-04,V025,singles,T0061,T0080,1,1,T0080,T0061,away,10,142.97,0,Fog,1139
B005974,2025-11-05,V012,doubles,T0146,T0150,2,2,T0150,T0146,away,24,84.77,1,Thunderstorm,1047
B005975,2025-03-17,V006,doubles,T0173,T0051,2,2,T0051,T0173,away,14,498.75,1,Moonless,512
B005976,2025-02-20,V002,triples,T0032,T0034,3,3,T0034,T0032,away,16,23.43,0,Breezy,783
B005977,2026-01-15,V028,doubles,T0108,T0137,2,2,T0108,T0137,home,8,293.64,0,Sunny,1003
B005978,2024-04-06,V043,doubles,T0151,T0044,2,2,T0151,T0044,home,24,258.56,1,Odd Aura,941
B005979,2026-01-04,V009,triples,T0028,T0076,3,3,T0028,T0076,home,13,314.97,0,High Winds,1934
B005980,2025-01-14,V027,singles,T0160,T0008,1,1,T0160,T0008,home,7,67.33,0,Fog,783
B005981,2026-01-12,V037,singles,T0152,T0031,1,1,T0031,T0152,away,12,110.4,0,Clear,1093
B005982,2025-09-07,V020,doubles,T0007,T0068,2,2,T0007,T0068,home,9,47.86,0,Harsh Sun,1742
B005983,2024-08-02,V033,singles,T0034,T0082,1,1,T0034,T0082,home,9,72.26,0,Dusty,1749
B005984,2024-06-10,V022,doubles,T0139,T0014,2,2,T0139,T0014,home,9,391.17,0,Windy,813
B005985,2024-11-02,V040,singles,T0180,T0005,1,1,T0005,T0180,away,7,255.47,0,Smog,258
B005986,2024-07-22,V015,singles,T0120,T0039,1,1,T0120,T0039,home,13,265.28,0,Glittering,123
B005987,2025-04-23,V022,doubles,T0123,T0067,2,2,T0067,T0123,away,18,493.05,1,Windy,1047
B005988,2024-04-22,V024,doubles,T0149,T0021,2,2,T0149,T0021,home,7,9.77,0,Windy,1000
B005989,2025-02-19,V022,doubles,T0113,T0173,2,2,T0113,T0173,home,17,283.21,0,Windy,1071
B005990,2025-02-02,V050,singles,T0059,T0160,1,1,T0059,T0160,home,10,156.86,0,Overcast,164
B005991,2025-01-11,V001,singles,T0166,T0045,1,1,T0166,T0045,home,12,118.72,0,Breezy,773
B005992,2025-05-29,V046,triples,T0142,T0071,3,3,T0071,T0142,away,15,20.55,0,Sandstorm,468
B005993,2025-11-17,V035,triples,T0173,T0092,3,3,T0092,T0173,away,16,191.54,0,Hail,437
B005994,2025-06-20,V009,doubles,T0057,T0114,2,2,T0057,T0114,home,11,383.31,0,High Winds,1796
B005995,2024-06-27,V014,singles,T0046,T0083,1,1,T0083,T0046,away,6,40.39,0,Glittering,1570
B005996,2025-09-24,V016,triples,T0080,T0149,3,3,T0080,T0149,home,10,83.36,0,Clear,138
B005997,2025-06-07,V032,singles,T0124,T0138,1,1,T0138,T0124,away,8,110.65,0,Dusty,878
B005998,2024-04-05,V038,doubles,T0157,T0004,2,2,T0157,T0004,home,9,28.46,0,Clear,921
B005999,2024-01-31,V003,singles,T0074,T0163,1,1,T0163,T0074,away,9,78.36,0,Breezy,505
B006000,2024-09-26,V048,singles,T0056,T0133,1,2,T0133,T0056,away,5,469.73,0,Sandstorm,1959
B006001,2024-11-20,V009,doubles,T0168,T0042,2,2,T0042,T0168,away,20,50.14,1,High Winds,1878
B006002,2025-09-20,V028,singles,T0095,T0027,1,1,T0027,T0095,away,8,47.0,0,Sunny,1005
B006003,2024-12-30,V025,doubles,T0152,T0048,2,2,T0048,T0152,away,14,12.3,0,Fog,1210
B006004,2024-02-22,V044,triples,T0128,T0159,3,3,T0128,T0159,home,14,113.2,0,Odd Aura,1559
B006005,2025-04-06,V012,triples,T0146,T0116,3,3,T0116,T0146,away,16,265.91,0,Thunderstorm,962
B006006,2024-01-06,V010,singles,T0090,T0027,1,1,T0027,T0090,away,12,77.59,0,Thunderstorm,550
B006007,2024-08-14,V032,doubles,T0004,T0016,2,2,T0016,T0004,away,9,264.73,0,Dusty,1439
B006008,2026-03-05,V005,singles,T0074,T0106,1,1,T0074,T0106,home,7,4.64,0,Moonless,1036
B006009,2025-12-15,V044,doubles,T0126,T0177,2,2,T0126,T0177,home,8,13.65,0,Odd Aura,1906
B006010,2025-10-19,V028,singles,T0169,T0049,1,1,T0049,T0169,away,8,10.81,0,Sunny,620
B006011,2024-04-22,V008,triples,T0154,T0160,3,3,T0154,T0160,home,24,334.39,1,High Winds,215
B006012,2025-06-13,V011,singles,T0016,T0087,1,1,T0087,T0016,away,6,17.08,0,Thunderstorm,144
B006013,2025-06-15,V004,singles,T0121,T0085,1,1,T0121,T0085,home,18,164.77,0,Moonless,668
B006014,2025-04-19,V008,doubles,T0035,T0029,2,2,T0035,T0029,home,22,308.32,1,High Winds,306
B006015,2025-12-13,V013,singles,T0034,T0059,1,1,T0034,T0059,home,10,241.08,0,Glittering,1334
B006016,2025-08-11,V011,doubles,T0176,T0038,2,2,T0038,T0176,away,9,39.08,0,Thunderstorm,171
B006017,2025-01-22,V047,triples,T0020,T0038,3,3,T0020,T0038,home,17,554.73,0,Sandstorm,301
B006018,2026-02-22,V017,singles,T0030,T0154,1,1,T0030,T0154,home,14,412.21,0,Clear,721
B006019,2024-03-06,V034,triples,T0095,T0012,3,3,T0095,T0012,home,16,344.16,0,Hail,1690
B006020,2025-02-23,V019,doubles,T0101,T0014,2,2,T0101,T0014,home,24,154.0,1,Harsh Sun,834
B006021,2024-04-27,V017,triples,T0076,T0124,3,3,T0076,T0124,home,18,377.83,0,Clear,687
B006022,2024-03-23,V016,singles,T0060,T0125,1,1,T0125,T0060,away,12,38.64,0,Clear,207
B006023,2026-02-02,V054,singles,T0128,T0050,1,1,T0128,T0050,home,12,6.85,0,Rain,732
B006024,2024-05-31,V018,doubles,T0123,T0033,2,2,T0033,T0123,away,16,29.85,0,Clear,1576
B006025,2024-05-30,V029,singles,T0108,T0097,1,1,T0108,T0097,home,8,433.63,0,Sunny,512
B006026,2024-12-23,V022,triples,T0074,T0173,3,3,T0173,T0074,away,13,390.59,0,Windy,733
B006027,2024-08-16,V040,triples,T0168,T0037,3,3,T0037,T0168,away,8,162.36,0,Smog,244
B006028,2025-02-20,V021,singles,T0030,T0143,1,1,T0143,T0030,away,8,117.6,0,Harsh Sun,222
B006029,2026-01-28,V037,triples,T0039,T0164,3,3,T0164,T0039,away,14,228.69,0,Clear,1054
B006030,2025-05-19,V031,triples,T0067,T0080,3,3,T0080,T0067,away,16,7.24,1,Dusty,571
B006031,2026-02-09,V028,doubles,T0153,T0158,2,2,T0158,T0153,away,14,108.52,0,Sunny,712
B006032,2026-02-21,V009,triples,T0165,T0035,3,3,T0035,T0165,away,15,76.88,0,High Winds,1709
B006033,2024-11-29,V012,triples,T0058,T0022,3,3,T0058,T0022,home,16,53.89,0,Thunderstorm,1031
B006034,2024-11-28,V037,doubles,T0040,T0059,2,2,T0040,T0059,home,11,157.64,0,Clear,1152
B006035,2025-05-07,V049,doubles,T0102,T0160,2,2,T0102,T0160,home,7,279.47,0,Overcast,690
B006036,2025-05-24,V049,doubles,T0118,T0153,2,2,T0118,T0153,home,9,181.52,0,Overcast,1026
B006037,2025-10-15,V025,triples,T0065,T0049,3,3,T0065,T0049,home,22,109.52,1,Fog,1241
B006038,2026-03-23,V024,singles,T0087,T0093,1,1,T0093,T0087,away,8,43.9,0,Windy,1227
B006039,2025-11-06,V001,triples,T0043,T0039,3,3,T0043,T0039,home,19,312.87,1,Breezy,682
B006040,2024-02-05,V036,singles,T0158,T0177,1,1,T0158,T0177,home,10,208.23,0,Hail,669
B006041,2024-11-06,V035,triples,T0110,T0168,3,3,T0168,T0110,away,18,157.57,0,Hail,420
B006042,2024-09-08,V039,doubles,T0068,T0043,2,2,T0068,T0043,home,15,98.3,0,Clear,784
B006043,2024-08-17,V025,triples,T0077,T0112,3,3,T0112,T0077,away,18,182.32,0,Fog,1261
B006044,2025-11-02,V008,doubles,T0173,T0141,2,2,T0173,T0141,home,15,84.88,0,High Winds,377
B006045,2024-06-14,V046,singles,T0119,T0001,1,1,T0119,T0001,home,7,161.0,0,Sandstorm,426
B006046,2025-09-03,V052,singles,T0155,T0089,1,1,T0089,T0155,away,14,127.96,0,Rain,885
B006047,2024-12-21,V021,doubles,T0024,T0087,2,3,T0087,T0024,away,10,1083.44,0,Harsh Sun,237
B006048,2024-03-07,V003,doubles,T0174,T0118,2,2,T0174,T0118,home,6,8.05,0,Breezy,523
B006049,2025-09-11,V045,doubles,T0080,T0174,2,2,T0080,T0174,home,11,177.19,0,Odd Aura,436
B006050,2025-08-17,V021,triples,T0147,T0029,3,3,T0147,T0029,home,24,471.78,1,Harsh Sun,216
B006051,2024-01-17,V046,doubles,T0136,T0006,2,2,T0006,T0136,away,22,194.81,1,Sandstorm,591
B006052,2024-08-08,V036,singles,T0154,T0075,1,1,T0075,T0154,away,11,42.09,0,Hail,700
B006053,2024-09-20,V018,singles,T0018,T0064,1,1,T0018,T0064,home,7,322.43,0,Clear,1173
B006054,2025-04-13,V017,doubles,T0030,T0163,2,2,T0163,T0030,away,11,196.04,0,Clear,612
B006055,2024-10-15,V002,singles,T0026,T0149,1,1,T0149,T0026,away,7,27.36,0,Breezy,1043
B006056,2025-10-06,V027,triples,T0119,T0075,3,3,T0119,T0075,home,10,296.5,0,Fog,690
B006057,2025-02-16,V052,triples,T0010,T0177,3,3,T0177,T0010,away,21,276.11,1,Rain,455
B006058,2024-07-23,V046,triples,T0072,T0019,3,3,T0019,T0072,away,19,287.29,1,Sandstorm,340
B006059,2024-06-18,V026,singles,T0150,T0164,1,1,T0150,T0164,home,7,218.95,0,Fog,776
B006060,2025-12-30,V029,doubles,T0108,T0121,2,2,T0121,T0108,away,18,67.92,0,Sunny,515
B006061,2025-04-23,V039,doubles,T0069,T0150,2,2,T0150,T0069,away,7,134.34,0,Clear,682
B006062,2024-10-10,V043,doubles,T0126,T0094,2,2,T0126,T0094,home,15,153.41,0,Odd Aura,805
B006063,2025-05-14,V014,doubles,T0090,T0158,2,2,T0090,T0158,home,13,31.23,0,Glittering,1515
B006064,2024-02-14,V005,doubles,T0119,T0175,2,2,T0175,T0119,away,15,76.64,0,Moonless,1085
B006065,2025-03-29,V006,triples,T0143,T0007,3,3,T0007,T0143,away,19,202.58,1,Moonless,450
B006066,2025-11-09,V023,doubles,T0136,T0047,2,2,T0136,T0047,home,15,270.54,0,Windy,1429
B006067,2024-12-13,V028,doubles,T0079,T0123,2,2,T0079,T0123,home,14,567.37,0,Sunny,927
B006068,2025-05-21,V038,singles,T0033,T0155,1,1,T0155,T0033,away,8,69.27,0,Clear,1076
